Season,League,Trans,YrAdj,FirstName,LastName,Pos,Team,GP,G,A,PTS,GC,WCe ,PIM,PlusMinus,Shots,PPG,PPA,SHG,SHA,ENG,SOShot,SOG,AGP,AG,AA,APTS,AGC,TmGP,TmG,TmA,ExpPts,ExpGC,PAX,GCAX
2016,CIS,0.36,1.38,Elissa,Bertuzzi,A,Laurentian,24,5,4,9,3.9,3.2,8,0,0,1,,0,,0,,,24,7,6,12,5.4,432,64,89,10.2,4.2,-1.2,-0.2
2015,CIS,0.36,1.44,Dominique,Berube,D,Moncton,22,0,1,1,0.3,0.4,2,2,18,0,,0,,0,,,22,0,1,1,0.5,388,72,103,7,2.9,-6,-2.5
2016,CIS,0.36,1.38,Dominique,Berube,D,Moncton,23,1,3,4,1.5,1.4,8,-3,18,0,,0,,0,,,24,1,4,6,2.1,399,53,79,5.2,2.1,-1.2,-0.6
2012,CIS,0.36,1.24,Heather,Berzins,F,Calgary,28,2,5,7,2.6,2.5,8,0,26,0,0,0,0,0,0,0,28,2,6,9,3.2,487,97,151,17.6,7,-10.6,-4.3
2013,CIS,0.36,1.31,Heather,Berzins,F,Calgary,28,3,4,7,2.9,2.5,20,-4,40,0,0,1,0,0,0,0,28,4,5,9,3.8,504,55,78,8.9,3.7,-1.9,-0.8
2014,CIS,0.36,1.37,Heather,Berzins,F,Calgary,28,6,6,12,5,4.3,43,-7,42,0,1,0,0,0,1,0,28,8,8,16,6.8,493,82,126,14.2,5.5,-2.2,-0.5
2015,CIS,0.36,1.44,Heather,Berzins,F,Calgary,28,2,7,9,3.3,3.2,40,-19,60,0,3,0,0,0,0,0,28,3,10,13,4.7,482,64,98,11.3,4.6,-2.3,-1.3
2016,CIS,0.36,1.38,Heather,Berzins,F,Calgary,25,4,7,11,4.2,4,18,-6,41,1,,0,,0,,,24,6,10,15,5.8,501,42,67,6.2,2.4,4.8,1.8
2016,CIS,0.36,1.38,Jordan,Beshera,D,Carleton,18,0,2,2,0.7,0.7,8,0,0,0,,0,,0,,,24,0,3,3,0.9,359,39,59,3.4,1.4,-1.4,-0.7
2009,CIS,0.36,1.15,Ann-Sophie,Bettez,F,McGill,18,22,9,31,14,11.2,4,2,0,6,,3,,0,,,18,25,10,36,16.1,353,79,119,10.8,3.7,20.2,10.3
2010,CIS,0.36,1.17,Ann-Sophie,Bettez,F,McGill,17,11,11,22,9,7.9,2,0,0,4,,0,,0,,,17,13,13,26,10.5,359,84,133,11.6,4.4,10.4,4.6
2011,CIS,0.36,1.13,Ann-Sophie,Bettez,F,McGill,20,13,24,37,14.5,13.3,4,0,0,5,,1,,0,,,20,15,27,42,16.4,362,96,144,14.2,5.8,22.8,8.7
2009,CIS,0.36,1.15,Alicia,Betts,D,UPEI,24,1,2,3,1.2,1.1,12,-19,23,0,,0,,0,,,24,1,2,3,1.3,353,43,65,5.1,2,-2.1,-0.9
2010,CIS,0.36,1.17,Alicia,Betts,D,UPEI,23,0,3,3,1,1.1,2,-13,11,0,,0,,0,,,23,0,4,4,1.2,368,40,60,4.3,1.8,-1.3,-0.8
2011,CIS,0.36,1.13,Alicia,Betts,D,UPEI,22,1,3,4,1.4,1.4,12,5,15,0,,0,,0,,,22,1,3,5,1.6,437,63,105,5.8,2.2,-1.8,-0.8
2009,CIS,0.36,1.15,Tyson,Beukeboom,F,StFX,15,1,5,6,2.1,2.2,18,0,17,0,,0,,0,,,15,1,6,7,2.4,430,85,132,9.2,3.6,-3.2,-1.5
2009,CIS,0.36,1.15,Kristin,Bews,D,Saskatchewan,24,1,10,11,3.5,4,10,8,25,1,7,0,0,0,0,0,24,1,11,13,4,430,87,147,8.8,3.4,2.2,0.1
2010,CIS,0.36,1.17,Kristin,Bews,D,Saskatchewan,23,0,6,6,1.9,2.2,12,-3,29,0,3,0,0,0,0,0,23,0,7,7,2.2,432,68,108,6.4,2.6,-0.4,-0.7
2011,CIS,0.36,1.13,Kristin,Bews,D,Saskatchewan,24,1,8,9,3,3.2,14,2,17,1,2,0,0,0,0,0,24,1,9,10,3.3,432,81,132,8,3.1,1,-0.2
2012,CIS,0.36,1.24,Alessandra,Bianchi,F,Toronto,24,0,0,0,0,0,8,0,0,0,,0,,0,,,24,0,0,0,0,466,64,101,10.8,4.2,-10.8,-4.2
2013,CIS,0.36,1.31,Alessandra,Bianchi,F,Toronto,15,0,1,1,0.3,0.4,0,0,0,0,,0,,0,,,15,0,1,1,0.4,430,61,99,6.9,2.6,-5.9,-2.3
2014,CIS,0.36,1.37,Alessandra,Bianchi,F,Toronto,23,4,1,5,2.3,1.8,8,0,0,0,,0,,0,,,23,5,1,7,3.2,430,51,81,8.6,3.2,-3.6,-0.9
2015,CIS,0.36,1.44,Alessandra,Bianchi,F,Toronto,24,0,0,0,0,0,12,0,0,0,,0,,0,,,24,0,0,0,0,424,62,98,11.5,4.5,-11.5,-4.5
2016,CIS,0.36,1.38,Alessandra,Bianchi,F,Toronto,24,0,3,3,1,1.1,4,0,0,0,,0,,0,,,24,0,4,4,1.4,429,53,78,9.1,3.8,-6.1,-2.7
2014,CIS,0.36,1.37,Laurie-Marie,Bianconi,F,Carleton,19,0,2,2,0.8,0.7,6,0,0,0,,0,,0,,,19,0,3,3,1.1,341,23,29,3.5,1.6,-1.5,-0.8
2014,CIS,0.36,1.37,Sarah,Biesenthal,F,UOIT,24,0,2,2,0.7,0.7,6,0,0,0,,0,,0,,,24,0,3,3,0.9,433,41,59,6.9,2.9,-4.9,-2.2
2015,CIS,0.36,1.44,Sarah,Biesenthal,F,UOIT,24,1,2,3,1.2,1.1,2,0,0,0,,0,,0,,,24,1,3,4,1.7,432,47,66,7.8,3.2,-4.8,-2
2016,CIS,0.36,1.38,Sarah,Biesenthal,F,UOIT,20,0,1,1,0.4,0.4,4,0,0,0,,0,,0,,,24,0,1,1,0.5,432,57,76,7.7,3.3,-6.7,-2.9
2011,CIS,0.36,1.13,Alexandria,Biglieri,F,Queen's,24,1,2,3,1.2,1.1,4,0,0,0,,0,,0,,,24,1,2,3,1.3,417,78,120,14.3,5.6,-11.3,-4.5
2012,CIS,0.36,1.24,Alexandria,Biglieri,W,Queen's,24,4,2,6,2.6,2.2,4,0,0,0,,0,,0,,,24,5,2,7,3.2,437,88,149,16.1,5.9,-10.1,-3.3
2016,CIS,0.36,1.38,Siobhan,Birch,F,Saint Mary's,24,7,8,15,5.8,5.4,16,12,56,2,,0,,0,,,24,10,11,21,8,413,74,129,13.9,5,1.1,0.8
2012,CIS,0.36,1.24,Melanie,Birdsall,D,Brock,16,0,0,0,0,0,8,-2,0,0,,0,,0,,,16,0,0,0,0,468,50,73,2.9,1.2,-2.9,-1.2
2012,CIS,0.36,1.24,Arla,Biron,D,Laurier,12,0,0,0,0,0,4,0,0,0,,0,,0,,,12,0,0,0,0,459,96,146,4.3,1.7,-4.3,-1.7
2013,CIS,0.36,1.31,Danelle,Bishoff,D,Queen's,17,0,2,2,0.6,0.7,12,0,0,0,,0,,0,,,17,0,3,3,0.7,431,71,124,5.3,1.9,-3.3,-1.4
2014,CIS,0.36,1.37,Danelle,Bishoff,D,Queen's,20,0,1,1,0.3,0.4,6,0,0,0,,0,,0,,,20,0,1,1,0.4,434,71,115,6,2.3,-5,-2
2015,CIS,0.36,1.44,Danelle,Bishoff,D,Queen's,23,0,2,2,0.6,0.7,8,0,0,0,,0,,0,,,23,0,3,3,0.8,433,57,97,5.7,2.1,-3.7,-1.5
2016,CIS,0.36,1.38,Danelle,Bishoff,D,Queen's,22,2,3,5,1.9,1.8,10,0,0,0,,0,,0,,,24,3,4,7,2.7,424,54,87,5,1.9,0,0
2010,CIS,0.36,1.17,Jillian,Bitonti,F,Brock,18,1,1,2,0.8,0.7,4,0,0,0,,0,,0,,,18,1,1,2,1,489,83,129,9.6,3.8,-7.6,-2.9
2009,CIS,0.36,1.15,Kayla,Blackmore,F,St. Thomas,14,3,7,10,3.7,3.6,0,0,37,0,,0,,0,,,14,3,8,11,4.3,341,48,76,5.9,2.3,4.1,1.4
2010,CIS,0.36,1.17,Kayla,Blackmore,F,St. Thomas,21,9,11,20,8.3,7.2,12,4,103,3,,1,,0,,,21,11,13,23,9.7,312,62,90,11.4,4.6,8.6,3.7
2011,CIS,0.36,1.13,Kayla,Blackmore,F,St. Thomas,21,16,14,30,13,10.8,8,12,123,6,,0,,0,,,21,18,16,34,14.6,373,59,83,8,3.1,22,9.9
2012,CIS,0.36,1.24,Kayla,Blackmore,F,St. Thomas,20,12,9,21,10.1,7.6,6,15,78,0,,1,,0,,,20,15,11,26,12.5,375,56,62,6.6,3,14.4,7.1
2012,CIS,0.36,1.24,Lauren,Blair,D,Laurier,25,1,2,3,1.2,1.1,6,0,0,0,,0,,0,,,25,1,2,4,1.4,459,96,146,9.2,3.7,-6.2,-2.5
2013,CIS,0.36,1.31,Lauren,Blair,D,Laurier,21,0,0,0,0,0,8,0,0,0,,0,,0,,,21,0,0,0,0,418,84,123,7.3,3,-7.3,-3
2010,CIS,0.36,1.17,Marie-Soleil,Blais,F,Moncton,22,4,3,7,3,2.5,10,1,34,1,,0,,0,,,22,5,4,8,3.6,365,94,135,17.1,6.9,-10.1,-3.9
2013,CIS,0.36,1.31,Nicole,Blanche,F,Saint Mary's,24,5,6,11,4.7,4,16,14,38,1,,0,,0,,,24,7,8,14,6.1,419,68,94,11,4.6,0,0.1
2014,CIS,0.36,1.37,Nicole,Blanche,F,Saint Mary's,23,10,6,16,7.1,5.8,27,3,48,2,,0,,1,,,23,14,8,22,9.7,432,68,98,10.1,3.9,5.9,3.2
2015,CIS,0.36,1.44,Nicole,Blanche,F,Saint Mary's,24,7,8,15,6.1,5.4,10,17,59,0,,2,,0,,,24,10,12,22,8.7,438,69,108,11.3,4.3,3.7,1.7
2016,CIS,0.36,1.38,Nicole,Blanche,F,Saint Mary's,22,8,9,17,6.6,6.1,8,11,40,0,,1,,0,,,24,11,12,23,9.1,413,74,129,12.6,4.5,4.4,2.1
2011,CIS,0.36,1.13,Lindsay,Blight,D,Manitoba,22,0,3,3,1.1,1.1,6,7,6,0,0,0,0,0,0,0,22,0,3,3,1.2,425,65,90,5.5,2.4,-2.5,-1.3
2012,CIS,0.36,1.24,Lindsay,Blight,D,Manitoba,27,1,0,1,0.5,0.4,8,-8,9,0,0,0,0,0,0,0,27,1,0,1,0.6,501,63,95,6,2.4,-5,-1.9
